Date,State,TotalSamples,Negative,Positive,New Samples,New Negative,New Positive,State_code
4/17/2020,Andaman and Nicobar Islands,1403,1210,12,1403,1210,12,AN
4/24/2020,Andaman and Nicobar Islands,2679,,27,1276,0,15,AN
4/27/2020,Andaman and Nicobar Islands,2848,,33,169,0,6,AN
5/1/2020,Andaman and Nicobar Islands,3754,,33,906,0,0,AN
4/2/2020,Andhra Pradesh,1800,1175,132,1800,1175,132,AP
4/10/2020,Andhra Pradesh,6374,6009,365,4574,4834,233,AP
4/11/2020,Andhra Pradesh,6958,6577,381,584,568,16,AP
4/12/2020,Andhra Pradesh,6958,6553,405,0,-24,24,AP
4/13/2020,Andhra Pradesh,8755,8323,432,1797,1770,27,AP
4/14/2020,Andhra Pradesh,10505,10032,473,1750,1709,41,AP
4/15/2020,Andhra Pradesh,11613,11088,525,1108,1056,52,AP
4/16/2020,Andhra Pradesh,20235,19701,534,8622,8613,9,AP
4/17/2020,Andhra Pradesh,20235,,572,0,0,38,AP
4/18/2020,Andhra Pradesh,21450,20487,603,1215,20487,31,AP
4/19/2020,Andhra Pradesh,26958,26311,647,5508,5824,44,AP
4/20/2020,Andhra Pradesh,30733,30011,722,3775,3700,75,AP
4/21/2020,Andhra Pradesh,35755,34998,757,5022,4987,35,AP
4/22/2020,Andhra Pradesh,41512,40699,813,5757,5701,56,AP
4/23/2020,Andhra Pradesh,48032,47139,893,6520,6440,80,AP
4/24/2020,Andhra Pradesh,54338,53383,955,6306,6244,62,AP
4/25/2020,Andhra Pradesh,61266,60250,1016,6928,6867,61,AP
4/26/2020,Andhra Pradesh,68034,66937,1097,6768,6687,81,AP
4/27/2020,Andhra Pradesh,74551,73374,1177,6517,6437,80,AP
4/28/2020,Andhra Pradesh,80334,79075,1259,5783,5701,82,AP
4/29/2020,Andhra Pradesh,88061,86729,1332,7727,7654,73,AP
4/30/2020,Andhra Pradesh,94558,93155,1403,6497,6426,71,AP
5/1/2020,Andhra Pradesh,102460,100997,1463,7902,7842,60,AP
5/2/2020,Andhra Pradesh,108403,106878,1525,5943,5881,62,AP
5/3/2020,Andhra Pradesh,114937,113354,1583,6534,6476,58,AP
5/4/2020,Andhra Pradesh,125229,123579,1650,10292,10225,67,AP
5/5/2020,Andhra Pradesh,133492,131775,1717,8263,8196,67,AP
5/6/2020,Andhra Pradesh,141274,139497,1777,7782,7722,60,AP
5/7/2020,Andhra Pradesh,149361,147528,1833,8087,8031,56,AP
5/8/2020,Andhra Pradesh,156681,154794,1887,7320,7266,54,AP
5/9/2020,Andhra Pradesh,165069,163139,1930,8388,8345,43,AP
5/10/2020,Andhra Pradesh,173735,171755,1980,8666,8616,50,AP
5/11/2020,Andhra Pradesh,181144,179126,2018,7409,7371,38,AP
5/12/2020,Andhra Pradesh,191874,189823,2051,10730,10697,33,AP
5/13/2020,Andhra Pradesh,201196,199059,2137,9322,9236,86,AP
5/14/2020,Andhra Pradesh,210452,208247,2100,9256,9188,-37,AP
5/15/2020,Andhra Pradesh,219490,217183,2157,9038,8936,57,AP
4/9/2020,Arunachal Pradesh,206,185,1,206,185,1,AR
4/14/2020,Arunachal Pradesh,280,250,1,74,65,0,AR
4/17/2020,Arunachal Pradesh,363,338,1,83,88,0,AR
4/18/2020,Arunachal Pradesh,389,358,1,26,20,0,AR
4/20/2020,Arunachal Pradesh,439,405,1,50,47,0,AR
4/21/2020,Arunachal Pradesh,454,433,1,15,28,0,AR
4/22/2020,Arunachal Pradesh,496,441,2,42,8,1,AR
4/24/2020,Arunachal Pradesh,526,508,2,30,67,0,AR
4/26/2020,Arunachal Pradesh,568,529,2,42,21,0,AR
4/27/2020,Arunachal Pradesh,584,566,2,16,37,0,AR
4/28/2020,Arunachal Pradesh,610,581,2,26,15,0,AR
4/29/2020,Arunachal Pradesh,662,595,2,52,14,0,AR
4/30/2020,Arunachal Pradesh,694,656,2,32,61,0,AR
5/1/2020,Arunachal Pradesh,724,692,2,30,36,0,AR
5/3/2020,Arunachal Pradesh,810,761,2,86,69,0,AR
5/4/2020,Arunachal Pradesh,869,762,2,59,1,0,AR
5/5/2020,Arunachal Pradesh,970,814,2,101,52,0,AR
5/6/2020,Arunachal Pradesh,1039,857,2,69,43,0,AR
5/7/2020,Arunachal Pradesh,1144,952,2,105,95,0,AR
5/8/2020,Arunachal Pradesh,1354,1015,2,210,63,0,AR
5/9/2020,Arunachal Pradesh,1597,1266,2,243,251,0,AR
5/10/2020,Arunachal Pradesh,1823,1363,2,226,97,0,AR
5/11/2020,Arunachal Pradesh,2078,1538,2,255,175,0,AR
5/12/2020,Arunachal Pradesh,2257,1798,2,179,260,0,AR
5/13/2020,Arunachal Pradesh,2483,1902,2,226,104,0,AR
5/14/2020,Arunachal Pradesh,2677,2233,2,194,331,0,AR
4/2/2020,Assam,962,819,16,962,819,16,AS
4/10/2020,Assam,2863,2685,29,1901,1866,13,AS
4/11/2020,Assam,3011,2842,29,148,157,0,AS
4/12/2020,Assam,3138,2973,29,127,131,0,AS
4/14/2020,Assam,3491,3267,31,353,294,2,AS
4/15/2020,Assam,3613,3492,32,122,225,1,AS
4/16/2020,Assam,4108,3803,34,495,311,2,AS
4/17/2020,Assam,4236,4024,34,128,221,0,AS
4/18/2020,Assam,4400,4199,34,164,175,0,AS
4/19/2020,Assam,4865,4584,34,465,385,0,AS
4/20/2020,Assam,5112,4937,34,247,353,0,AS
4/21/2020,Assam,5514,5245,34,402,308,0,AS
4/24/2020,Assam,6680,6391,35,1166,1146,1,AS
4/25/2020,Assam,7159,6781,35,479,390,0,AS
4/26/2020,Assam,7823,7474,35,664,693,0,AS
4/27/2020,Assam,8117,7985,35,294,511,0,AS
4/29/2020,Assam,9520,8771,37,1403,786,2,AS
5/2/2020,Assam,11623,10499,42,2103,1728,5,AS
5/4/2020,Assam,12775,11764,42,1152,1265,0,AS
5/5/2020,Assam,13442,12533,43,667,769,1,AS
5/9/2020,Assam,16167,15076,59,2725,2543,16,AS
5/10/2020,Assam,18002,16236,62,1835,1160,3,AS
5/11/2020,Assam,19589,17813,64,1587,1577,2,AS
5/12/2020,Assam,21791,19211,64,2202,1398,0,AS
5/14/2020,Assam,25824,23178,86,4033,3967,22,AS
4/5/2020,Bihar,3037,2299,32,3037,2299,32,BR
4/5/2020,Bihar,3037,2299,32,0,0,0,BR
4/8/2020,Bihar,4596,,38,1559,0,6,BR
4/9/2020,Bihar,4991,,43,395,0,5,BR
4/10/2020,Bihar,5457,,60,466,0,17,BR
4/11/2020,Bihar,6250,,61,793,0,1,BR
4/12/2020,Bihar,6703,,64,453,0,3,BR
4/13/2020,Bihar,7263,,65,560,0,1,BR
4/14/2020,Bihar,7727,,62,464,0,-3,BR
4/15/2020,Bihar,8263,,66,536,0,4,BR
4/16/2020,Bihar,8846,,72,583,0,6,BR
4/17/2020,Bihar,9486,,83,640,0,11,BR
4/18/2020,Bihar,10130,,85,644,0,2,BR
4/19/2020,Bihar,10745,,92,615,0,7,BR
4/20/2020,Bihar,11319,,96,574,0,4,BR
4/21/2020,Bihar,11999,,115,680,0,19,BR
4/22/2020,Bihar,12978,,136,979,0,21,BR
4/23/2020,Bihar,13785,,148,807,0,12,BR
4/24/2020,Bihar,14924,,176,1139,0,28,BR
4/25/2020,Bihar,15885,,238,961,0,62,BR
4/26/2020,Bihar,17041,,255,1156,0,17,BR
4/27/2020,Bihar,18179,,328,1138,0,73,BR
4/28/2020,Bihar,19790,,346,1611,0,18,BR
4/29/2020,Bihar,21180,,383,1390,0,37,BR
4/30/2020,Bihar,22672,,409,1492,0,26,BR
5/1/2020,Bihar,24118,,466,1446,0,57,BR
5/2/2020,Bihar,25724,,476,1606,0,10,BR
5/3/2020,Bihar,26951,,485,1227,0,9,BR
5/4/2020,Bihar,28345,,525,1394,0,40,BR
5/5/2020,Bihar,28791,,529,446,0,4,BR
5/6/2020,Bihar,29328,,539,537,0,10,BR
5/7/2020,Bihar,29841,,547,513,0,8,BR
5/8/2020,Bihar,30320,,564,479,0,17,BR
5/9/2020,Bihar,31552,,585,1232,0,21,BR
5/10/2020,Bihar,32670,,653,1118,0,68,BR
5/11/2020,Bihar,34662,,714,1992,0,61,BR
5/12/2020,Bihar,37430,,796,2768,0,82,BR
5/13/2020,Bihar,39149,,909,1719,0,113,BR
5/14/2020,Bihar,40782,,970,1633,0,61,BR
5/15/2020,Bihar,42645,,1010,1863,0,40,BR
4/2/2020,Chandigarh,124,98,18,124,98,18,CH
4/8/2020,Chandigarh,184,162,18,60,64,0,CH
4/10/2020,Chandigarh,223,199,19,39,37,1,CH
4/11/2020,Chandigarh,264,223,19,41,24,0,CH
4/12/2020,Chandigarh,279,247,21,15,24,2,CH
4/13/2020,Chandigarh,296,263,21,17,16,0,CH
4/14/2020,Chandigarh,309,285,21,13,22,0,CH
4/15/2020,Chandigarh,317,293,21,8,8,0,CH
4/16/2020,Chandigarh,337,315,21,20,22,0,CH
4/17/2020,Chandigarh,358,335,21,21,20,0,CH
4/18/2020,Chandigarh,381,348,23,23,13,2,CH
4/19/2020,Chandigarh,430,388,26,49,40,3,CH
4/20/2020,Chandigarh,453,417,26,23,29,0,CH
4/21/2020,Chandigarh,497,445,27,44,28,1,CH
4/22/2020,Chandigarh,529,492,27,32,47,0,CH
4/23/2020,Chandigarh,599,557,27,70,65,0,CH
4/24/2020,Chandigarh,638,603,27,39,46,0,CH
4/25/2020,Chandigarh,734,668,28,96,65,1,CH
4/26/2020,Chandigarh,756,677,30,22,9,2,CH
4/27/2020,Chandigarh,843,777,40,87,100,10,CH
4/28/2020,Chandigarh,924,857,56,81,80,16,CH
4/29/2020,Chandigarh,1012,922,67,88,65,11,CH
4/30/2020,Chandigarh,1147,1022,74,135,100,7,CH
5/1/2020,Chandigarh,1252,1131,88,105,109,14,CH
5/2/2020,Chandigarh,1462,1339,94,210,208,6,CH
5/3/2020,Chandigarh,1616,1491,97,154,152,3,CH
5/4/2020,Chandigarh,1678,1545,102,62,54,5,CH
5/5/2020,Chandigarh,1713,1576,115,35,31,13,CH
5/6/2020,Chandigarh,1785,1641,120,72,65,5,CH
5/7/2020,Chandigarh,1845,1698,129,60,57,9,CH
5/8/2020,Chandigarh,1913,1748,146,68,50,17,CH
5/9/2020,Chandigarh,2055,1871,169,142,123,23,CH
5/10/2020,Chandigarh,2142,1947,173,87,76,4,CH
5/11/2020,Chandigarh,2177,1978,173,35,31,0,CH
5/12/2020,Chandigarh,2276,2069,187,99,91,14,CH
5/13/2020,Chandigarh,2420,2206,189,144,137,2,CH
5/14/2020,Chandigarh,2505,2299,191,85,93,2,CH
5/15/2020,Chandigarh,2586,2383,191,81,84,0,CH
4/2/2020,Chhattisgarh,1232,921,9,1232,921,9,CT
4/10/2020,Chhattisgarh,3473,3322,18,2241,2401,9,CT
4/11/2020,Chhattisgarh,3858,3503,18,385,181,0,CT
4/12/2020,Chhattisgarh,3945,3856,31,87,353,13,CT
4/13/2020,Chhattisgarh,4377,3969,31,432,113,0,CT
4/14/2020,Chhattisgarh,4812,4319,33,435,350,2,CT
4/15/2020,Chhattisgarh,5122,4878,33,310,559,0,CT
4/16/2020,Chhattisgarh,5519,5168,33,397,290,0,CT
4/17/2020,Chhattisgarh,5776,5484,36,257,316,3,CT
4/18/2020,Chhattisgarh,5776,5484,36,0,0,0,CT
4/19/2020,Chhattisgarh,6675,6086,36,899,602,0,CT
4/20/2020,Chhattisgarh,7601,7029,36,926,943,0,CT
4/21/2020,Chhattisgarh,8272,7555,36,671,526,0,CT
4/22/2020,Chhattisgarh,9220,8296,36,948,741,0,CT
4/23/2020,Chhattisgarh,10346,9206,36,1126,910,0,CT
4/24/2020,Chhattisgarh,11386,10213,36,1040,1007,0,CT
4/25/2020,Chhattisgarh,12596,11168,37,1210,955,1,CT
4/26/2020,Chhattisgarh,13786,12406,37,1190,1238,0,CT
4/27/2020,Chhattisgarh,14987,13882,37,1201,1476,0,CT
4/28/2020,Chhattisgarh,15737,14953,38,750,1071,1,CT
4/29/2020,Chhattisgarh,16546,15658,38,809,705,0,CT
4/30/2020,Chhattisgarh,17541,16602,40,995,944,2,CT
5/1/2020,Chhattisgarh,18039,17199,43,498,597,3,CT
5/3/2020,Chhattisgarh,19902,18848,57,1863,1649,14,CT
5/5/2020,Chhattisgarh,21323,20300,58,1421,1452,1,CT
5/6/2020,Chhattisgarh,22188,20873,59,865,573,1,CT
5/8/2020,Chhattisgarh,23629,22509,59,1441,1636,0,CT
5/9/2020,Chhattisgarh,24506,23326,59,877,817,0,CT
5/10/2020,Chhattisgarh,25282,24186,59,776,860,0,CT
5/12/2020,Chhattisgarh,27339,25741,59,2057,1555,0,CT
5/13/2020,Chhattisgarh,28837,27012,59,1498,1271,0,CT
5/14/2020,Chhattisgarh,29697,28234,59,860,1222,0,CT
4/9/2020,Dadra and Nagar Haveli and Daman and Diu,80,80,0,80,80,0,DN
4/10/2020,Dadra and Nagar Haveli and Daman and Diu,130,130,0,50,50,0,DN
4/11/2020,Dadra and Nagar Haveli and Daman and Diu,211,211,0,81,81,0,DN
4/1/2020,Delhi,2621,,,2621,0,0,DL
4/7/2020,Delhi,9041,7308,576,6420,7308,576,DL
4/9/2020,Delhi,9968,8643,720,927,1335,144,DL
4/10/2020,Delhi,11061,9662,903,1093,1019,183,DL
4/11/2020,Delhi,11709,10218,1069,648,556,166,DL
4/12/2020,Delhi,14036,11748,1154,2327,1530,85,DL
4/13/2020,Delhi,15032,12283,1510,996,535,356,DL
4/14/2020,Delhi,16282,13748,1561,1250,1465,51,DL
4/15/2020,Delhi,16605,13865,1578,323,117,17,DL
4/16/2020,Delhi,18784,14692,1640,2179,827,62,DL
4/17/2020,Delhi,21409,16899,1707,2625,2207,67,DL
4/18/2020,Delhi,22283,17449,1893,874,550,186,DL
4/19/2020,Delhi,24387,19393,2003,2104,1944,110,DL
4/20/2020,Delhi,25900,20712,2081,1513,1319,78,DL
4/21/2020,Delhi,26627,21810,2156,727,1098,75,DL
4/22/2020,Delhi,28309,22713,2248,1682,903,92,DL
4/23/2020,Delhi,30560,24538,2375,2251,1825,127,DL
4/24/2020,Delhi,33672,26552,2514,3112,2014,139,DL
4/25/2020,Delhi,35519,28693,2625,1847,2141,111,DL
4/26/2020,Delhi,37613,31919,2918,2094,3226,293,DL
4/27/2020,Delhi,39911,34145,3108,2298,2226,190,DL
4/28/2020,Delhi,43370,36195,3314,3459,2050,206,DL
4/29/2020,Delhi,47225,39920,3439,3855,3725,125,DL
